Gold_Ingredient_Name,CAS_Number,Banned_in_California,Banned_in_Taiwan,Banned_in_EU,Aliases,Notes
Bisphenol S,80-09-1,No,No,Yes,,(EU) 2023/1490
Bithionol,97-18-7,No,Yes,No,,
Bithionol (Inn),97-18-7,No,No,Yes,,(EC) 2009/1223
"Borates, Tetraborates, Octaborates And Boric Acid Salts And Esters, Including:","12008-41-2, 12280-03-4, 10377-81-8, 68003-13-4, 12712-38-8, 1332-07-6, 12267-73-1, 13840-56-7, 1303-96-4, 12179-04-3",No,No,Yes,,(EU) 2019/1966
Borax Decahydrate,"12008-41-2, 12280-03-4, 10377-81-8, 68003-13-4, 12712-38-8, 1332-07-6, 12267-73-1, 13840-56-7, 1303-96-4, 12179-04-3",No,No,Yes,,(EU) 2019/1966
Borax Pentahydrate,"12008-41-2, 12280-03-4, 10377-81-8, 68003-13-4, 12712-38-8, 1332-07-6, 12267-73-1, 13840-56-7, 1303-96-4, 12179-04-3",No,No,Yes,,(EU) 2019/1966
Boric Acid,"10043-35-3, 11113-50-1, 10043-35-3/11113-50-1",Yes,Yes,Yes,,Ban Year: 2027 | (EU) 2019/831
"Boric Acid, Sodium Salt","12008-41-2, 12280-03-4, 10377-81-8, 68003-13-4, 12712-38-8, 1332-07-6, 12267-73-1, 13840-56-7, 1303-96-4, 12179-04-3",No,No,Yes,,(EU) 2019/1966
Boric Oxide,1303-86-2,No,No,Yes,,(EU) 2019/831
Bretylium Tosilate,61-75-6,No,Yes,No,,
Bretylium Tosilate (Inn),61-75-6,No,No,Yes,,(EC) 2009/1223
Brodifacoum (Iso),56073-10-0,No,No,Yes,,(EU) 2019/1966
Bromadiolone (Iso),28772-56-7,No,No,Yes,,(EU) 2019/1966
"Bromine, Elemental",7726-95-6,No,No,Yes,,(EC) 2009/1223
Bromisoval,496-67-3,No,Yes,No,,
Bromisoval (Inn),496-67-3,No,No,Yes,,(EC) 2009/1223
Bromoethane (Ethyl Bromide),74-96-4,No,No,Yes,,(EC) 2009/1223
Bromoethylene,593-60-2,No,Yes,No,,
Bromoethylene (Vinyl Bromide),593-60-2,No,No,Yes,,(EC) 2009/1223
Bromoform,75-25-2,No,Yes,No,,
Bromomethane (Methyl Bromide - Iso),74-83-9,No,No,Yes,,(EC) 2009/1223
"Bromoxynil (Iso) 3,5-Dibromo-4-Hydroxybenzonitrile  And Bromoxynil Heptanoate (Iso)","1689-84-5, 56634-95-8",No,No,Yes,,(EC) 2009/1223
Brompheniramine  And Its Salts,86-22-6,No,Yes,No,,
Brompheniramine (Inn) And Its Salts,86-22-6,No,No,Yes,,(EC) 2009/1223
Brucea Javanica  Merr.,,No,Yes,No,,
Brucine,357-57-3,No,No,Yes,,(EC) 2009/1223
Bufo Melanostictus,,No,Yes,No,,
Bunsenite,"1313-99-1, 11099-02-8, 34492-97-2",No,No,Yes,,(EC) 2009/1223
Bupirimate (Iso),41483-43-6,No,No,Yes,,(EU) 2019/1966
"Buta-1,3-Diene, See Also Entries 464-611",106-99-0,No,No,Yes,,(EC) 2009/1223
Butane,106-97-8,No,No,Yes,"Butane | Butane, If It Contains = >0,1 % W/W Butadiene",(EC) 2009/1223
Butanilicaine  And Its Salts,3785-21-5,No,Yes,No,,
Butanilicaine (Inn) And Its Salts,3785-21-5,No,No,Yes,,(EC) 2009/1223
Butopiprine  And Its Salts,55837-15-5,No,Yes,No,,
Butopiprine (Inn) And Its Salts,55837-15-5,No,No,Yes,,(EC) 2009/1223
Butyl Glycidyl Ether,2426-08-6,No,No,Yes,,(EC) 2009/1223
Butylphenyl Methylpropional,80-54-6,Yes,No,Yes,2-(4-Tert-Butylbenzyl) Propionaldehyde | Butylphenyl Methylpropional | Lily Aldehyde,Ban Year: 2027 | (EU) 2021/1902
C.I. 77332,"68186-89-0, 58591-45-0, 12737-30-3, 27016-75-7",No,No,Yes,,(EU) 2019/831
C.I. 77900,68610-24-2,No,No,Yes,,(EU) 2019/831
C.I. Disperse Blue 1,2475-45-8,Yes,No,No,,Ban Year: 2027
C.I. Disperse Blue 3,2475-46-9,Yes,No,No,,Ban Year: 2027
C.I. Pigment Black 25,"68186-89-0, 58591-45-0, 12737-30-3, 27016-75-7",No,No,Yes,,(EU) 2019/831
C.I. Pigment Yellow 157,68610-24-2,No,No,Yes,,(EU) 2019/831
C13-15 Alkane,64742-46-7,No,No,Yes,"C13-15 Alkane | c15-19 alkane | Distillates (Petroleum), Hydrotreated Middle, Except If The Full Refining History Is Known And It Can Be Shown That The Substance From Which It Is Produced Is Not A Carcinogen",(EC) 2009/1223
Ca Phenates (Branched C10-14 And C18-30 Alkylated),,No,No,Yes,,(EU) 2019/831
Ca Sulfurised Phenates (Branched C10-14 And C18-30 Alkylated),,No,No,Yes,,(EU) 2019/831
Cadmium And Its Compounds,7440-43-9,No,Yes,Yes,,"化粧品於製造過程中, 如因所需使用原料或其他因素, 且技術上無法避免, 致含自然殘留微量時, 則其最終製品中所含不純物重金屬鎘之殘留量, 不得超過5ppm.  | (EC) 2009/1223"
Cadmium Carbonate,513-78-0,No,No,Yes,,(EU) 2019/831
Cadmium Dihydroxide,21041-95-2,No,No,Yes,,(EU) 2019/831
Cadmium Dinitrate,10325-94-7,No,No,Yes,,(EU) 2019/831
Cadmium Hydroxide,21041-95-2,No,No,Yes,,(EU) 2019/831
Cadmium Nitrate,10325-94-7,No,No,Yes,,(EU) 2019/831
Calcium 3-Hydroxy-4-[(1-Sulphonato-2-Naphthyl)Azo]-2-Naphthoate (Pigment Red 63:1,6417-83-0,No,No,Yes,,(EC) 2013/344
"Cantharides, Cantharis Vesicatoria",92457-17-5,No,Yes,Yes,,"Cantharides tincture 用於髮類產品之規定, 應參考化粧品成分使用限制表.  | (EC) 2009/1223"
Cantharidine,56-25-7,No,Yes,Yes,,(EC) 2009/1223
Captafol,2425-06-1,No,Yes,Yes,,(EC) 2009/1223
Captan (Iso),133-06-2,No,No,Yes,,(EC) 2009/1223
Captodiame,486-17-9,No,Yes,No,,
Captodiame (Inn),486-17-9,No,No,Yes,,(EC) 2009/1223
Caramiphen  And Its Salts,77-22-5,No,Yes,No,,
Caramiphen (Inn) And Its Salts,77-22-5,No,No,Yes,,(EC) 2009/1223
Carbadox,6804-07-5,No,No,Yes,,(EC) 2009/1223
Carbanonitril,420-04-2,No,No,Yes,,(EU) 2019/831
Carbaryl (Iso),63-25-2,No,No,Yes,,(EC) 2009/1223
Carbendazim,10605-21-7,No,No,Yes,,(EC) 2009/1223
Carbetamide (Iso),16118-49-3,No,No,Yes,,(EU) 2019/831
Carbon Disulfide,75-15-0,No,Yes,No,,
Carbon Disulphide,75-15-0,No,No,Yes,,(EC) 2009/1223
Carbon Monoxide,630-08-0,No,No,Yes,,(EC) 2009/1223
Carbon Tetrachloride,56-23-5,No,Yes,Yes,,(EC) 2009/1223
"Carbonic Acid, Nickel (2+) Salt","3333-67-3, 16337-84-1, 65405-96-1, 12607-70-4",No,No,Yes,,(EC) 2009/1223
"Carbonic Acid, Nickel Salt","3333-67-3, 16337-84-1, 65405-96-1, 12607-70-4",No,No,Yes,,(EC) 2009/1223
Carbromal,77-65-6,No,Yes,No,,
Carbromal (Inn),77-65-6,No,No,Yes,,(EC) 2009/1223
Carbutamide,339-43-5,No,Yes,No,,
Carbutamide (Inn),339-43-5,No,No,Yes,,(EC) 2009/1223
Carisoprodol,78-44-4,No,Yes,No,,
Carisoprodol (Inn),78-44-4,No,No,Yes,,(EC) 2009/1223
Catalase,9001-05-2,No,No,Yes,,(EC) 2009/1223
"Category 1 Material And Category 2 Material As Defined In Articles 4 And 5 Respectively Of Regulation (Ec) No 1774/2002 Of The European Parliament And Of The Council (3), And Ingredients Derived Therefrom",,No,No,Yes,,(EC) 2009/1223
Catharanthus Roseus  G. Don,,No,Yes,No,,
"Cells, Tissues Or Products Of Human Origin",,No,Yes,Yes,,"經中央主管機關就個別業者之各別外泌體個案審查通過者, 不在此限 註.  | (EC) 2009/1223"
Cephaeline And Its Salts,483-17-0,No,No,Yes,,(EC) 2009/1223
Cerbera Manghas L.,,No,Yes,No,,
Chenopodium Ambrosioides L.,8006-99-3,No,Yes,No,,
Chenopodium Ambrosioides L. (Essential Oil),8006-99-3,No,No,Yes,,(EC) 2009/1223
Chinomethionate,2439-01-2,No,No,Yes,,(EC) 2009/1223
"Chlordane, Pur",57-74-9,No,Yes,Yes,,(EC) 2009/1223
Chlordecone,143-50-0,No,Yes,Yes,,(EC) 2009/1223
Chlordimeform (Iso),6164-98-3,No,No,Yes,,(EC) 2009/1223
Chlorine,7782-50-5,No,Yes,Yes,,(EC) 2009/1223
Chlormethine  And Its Salts,51-75-2,No,Yes,No,,
Chlormethine (Inn) And Its Salts,51-75-2,No,No,Yes,,(EC) 2009/1223
Chlormezanone,80-77-3,No,Yes,No,,
Chlormezanone (Inn),80-77-3,No,No,Yes,,(EC) 2009/1223
Chloro-1-Ethylcyclohexyl Carbonate,99464-83-2,No,No,Yes,,(EU) 2019/831
"Chloro-N,N-Dimethylformiminium Chloride",3724-43-4,No,No,Yes,,(EU) 2019/831
Chloroacetaldehyde,107-20-0,No,No,Yes,,(EC) 2009/1223
Chloroacetamide,79-07-2,No,Yes,No,,
Chlorobenzene,108-90-7,No,Yes,No,,
Chlorobenzilate,510-15-6,No,Yes,No,,
Chloroethane,75-00-3,No,Yes,Yes,,(EC) 2009/1223
Chlorofluorocarbons,,No,Yes,No,,
Chloroform,67-66-3,No,Yes,Yes,,(EC) 2009/1223
Chloromethane,74-87-3,No,Yes,No,,
Chloromethane (Methyl Chloride),74-87-3,No,No,Yes,,(EC) 2009/1223
Chloromethyl Methyl Ether,107-30-2,No,Yes,Yes,,(EC) 2009/1223
Chlorophene,120-32-1,No,No,Yes,,(EU) 2019/831
Chloroprene (Stabilized),126-99-8,No,No,Yes,,(EC) 2009/1223
Chloroprene ;,126-99-8,No,Yes,No,,
Chlorothalonil,1897-45-6,No,Yes,Yes,,(EC) 2009/1223
Chlorotoluron,15545-48-9,No,No,Yes,,(EC) 2009/1223
Chlorphenoxamine,77-38-3,No,Yes,No,,
Chlorphenoxamine (Inn),77-38-3,No,No,Yes,,(EC) 2009/1223
Chlorpropamide,94-20-2,No,Yes,No,,
Chlorpropamide (Inn),94-20-2,No,No,Yes,,(EC) 2009/1223
Chlorpropham (Iso),101-21-3,No,No,Yes,,(EU) 2019/831
Chlorprothixene  And Its Salts,113-59-7,No,Yes,No,,
Chlorprothixene (Inn) And Its Salts,113-59-7,No,No,Yes,,(EC) 2009/1223
Chlortalidone,77-36-1,No,Yes,No,,
Chlortalidone (Inn),77-36-1,No,No,Yes,,(EC) 2009/1223
Chlorzoxazone,95-25-0,No,Yes,No,,
Chlorzoxazone (Inn),95-25-0,No,No,Yes,,(EC) 2009/1223
Chlozolinate (Iso),84332-86-5,No,No,Yes,,(EC) 2009/1223
Choline Salts And Their Esters E.G. Choline Chloride (Inn),67-48-1,No,No,Yes,,(EC) 2009/1223
"Choline Salts And Their Esters, E. G. Choline Chloride",67-48-1,No,Yes,No,,
Chromated Copper Arsenate,37337-13-6,No,Yes,No,,
Chromic Acid And Its Salts,7440-47-3,No,No,Yes,,(EC) 2009/1223
Chromium,7440-47-3,No,No,Yes,,(EC) 2009/1223
Chromium; Chromic Acid And Its Salts,7440-47-3,No,Yes,No,,化粧品色素成分使用限制表中另有規定者除外. 
Chrysene,218-01-9,No,Yes,Yes,,(EC) 2009/1223
Ci 10020) When Used As A Substance In Hair Dye Products,19381-50-1,No,No,Yes,,(EC) 2013/344
"Ci 11920) And Its Salts, When Used As A Substance In Hair Dye Products",2051-85-6,No,No,Yes,,(EC) 2013/344
"Ci 12010) And Its Salts, When Used As A Substance In Hair Dye Products",6535-42-8,No,No,Yes,,(EC) 2013/344
Ci 12085) And Its Salts When Used As A Substance In Hair Dye Products,2814-77-9,No,No,Yes,,(EC) 2013/344
Ci 12370) And Its Salts When Used As A Substance In Hair Dye Products,6535-46-2,No,No,Yes,,(EC) 2013/344
Ci 12490) And Its Salts When Used As A Substance In Hair Dye Products,6410-41-9,No,No,Yes,,(EC) 2013/344
Ci 14270) (Cas 547-57-9,"2050-34-2, 547-57-9",No,No,Yes,,(EC) 2013/344
Ci 14700,4548-53-2,No,No,Yes,"Disodium 3-[(2,4-Dimethyl-5-Sulphonatophenyl)Azo]-4-Hydroxynaphthalene-1-Sulphonate (Ponceaux Sx | Ci 14700) When Used As A Substance In Hair Dye Products | Ci 14700",(EC) 2013/344
Ci 15800)  When Used As A Substance In Hair Dye Products,"27757-79-5, 6371-76-2",No,No,Yes,,(EC) 2013/344
Ci 15865) When Used As A Substance In Hair Dye Products,3564-21-4,No,No,Yes,,(EC) 2013/344
Ci 15880) When Used As A Substance In Hair Dye Products,6417-83-0,No,No,Yes,,(EC) 2013/344
Ci 16185) When Used As A Substance In Hair Dye Products,915-67-3,No,No,Yes,,(EC) 2013/344
Ci 21100) When Used As A Substance In Hair Dye Products,5102-83-0,No,No,Yes,,(EC) 2013/344
Ci 21230) When Used As A Substance In Hair Dye Products,6706-82-7,No,No,Yes,,(EC) 2013/344
Ci 26100) When Used As A Substance In Hair Dye Products,85-86-9,No,No,Yes,,(EC) 2013/344
Ci 27755) When Used As A Substance In Hair Dye Products,2118-39-0,No,No,Yes,,(EC) 2013/344
Ci 42045) When Used As A Substance In Hair Dye Products,129-17-9,No,No,Yes,,(EC) 2013/344
Ci 42051) When Used As A Substance In Hair Dye Products,3536-49-0,No,No,Yes,,(EC) 2013/344
Ci 42053) When Used As A Substance In Hair Dye Products,2353-45-9,No,No,Yes,,(EC) 2013/344
Ci 42510) (Cas 632-99-5,"3248-93-9, 632-99-5",No,No,Yes,,(EC) 2013/344
Ci 44045) When Used As A Substance In Hair Dye Products,2580-56-5,No,No,Yes,,(EC) 2013/344
Ci 45190) When Used As A Substance In Hair Dye Products,"10213-95-3, 6252-76-2",No,No,Yes,,(EC) 2013/344
"Ci 45350), When Used As A Substance In Hair Dye Products","2321-07-5, 518-47-8",No,No,Yes,,(EC) 2013/344
Ci 45380) And Its Aluminium Salt (Pigment Red 90:1 Aluminium Lake) When Used As A Substance In Hair Dye Products,"15086-94-9, 17372-87-1, 15876-39-8",No,No,Yes,,(EC) 2013/344
Ci 45425) When Used As A Substance In Hair Dye Products,"38577-97-8, 33239-19-9",No,No,Yes,,(EC) 2013/344
Ci 45430) And Its Aluminium Salt (Pigment Red 172 Aluminium Lake) When Used As A Substance In Hair Dye Products,"15905-32-5, 16423-68-0, 12227-78-0",No,No,Yes,,(EC) 2013/344
Ci 47000) When Used As A Substance In Hair Dye Products,8003-22-3,No,No,Yes,,(EC) 2013/344
Ci 51319) When Used As A Substance In Hair Dye Products,6358-30-1,No,No,Yes,,(EC) 2013/344
Ci 58000) When Used As A Substance In Hair Dye Products,72-48-0,No,No,Yes,,(EC) 2013/344
Ci 59040) When Used As A Substance In Hair Dye Products,6358-69-6,No,No,Yes,,(EC) 2013/344
Ci 60725) When Used As A Substance In Hair Dye Products,81-48-1,No,No,Yes,,(EC) 2013/344
Ci 61565) When Used As A Substance In Hair Dye Products,128-80-3,No,No,Yes,,(EC) 2013/344
Ci 73360) When Used As A Substance In Hair Dye Products,2379-74-0,No,No,Yes,,(EC) 2013/344
Ci 73900) When Used As A Substance In Hair Dye Products,1047-16-1,No,No,Yes,,(EC) 2013/344
Ci 74160) When Used As A Substance In Hair Dye Products,147-14-8,No,No,Yes,,(EC) 2013/344
Ci 74180) When Used As A Substance In Hair Dye Products,1330-38-7,No,No,Yes,,(EC) 2013/344
Ci 74260) When Used As A Substance In Hair Dye Products,1328-53-6,No,No,Yes,,(EC) 2013/344
Ci Acid Black 131 And Its Salts,12219-01-1,No,Yes,No,,
"Ci Acid Black 131 And Its Salts, When Used As A Substance In Hair Dye Products",12219-01-1,No,No,Yes,,(EC) 2009/1223
Ci Solvent Yellow 14,842-07-9,No,No,Yes,,(EC) 2009/1223
Cinchocaine  And Its Salts,85-79-0,No,Yes,No,,
Cinchocaine (Inn) And Its Salts,85-79-0,No,No,Yes,,(EC) 2009/1223
"Cinchophen (Inn), Its Salts, Derivatives And Salts Of These Derivatives","132-60-5, 5949-18-8",No,No,Yes,,(EC) 2009/1223
"Cinchophen , Its Salts, Derivatives And Salts Of These Derivatives",132-60-5/5949-18-8,No,Yes,No,,
Cinidon Ethyl (Iso),142891-20-1,No,No,Yes,,(EU) 2019/831
"Cis-1-(3-Chlorallyl)-3,5,7-Triaza-1-Azoniaadamantane Chloride (Cis-Ctac), Quaternium-15",51229-78-8,No,No,Yes,,(EU) 2019/831
"Cis-1-(3-Chloroallyl)-3,5,7- Triaza-1-Azoniaadamantane Chloride (Cis-Ctac)",51229-78-8,No,No,Yes,,(EU) 2019/831
"Citric Acid, Ammonium Nickel Salt","16083-14-0, 3349-08-4, 39819-65-3, 18721-51-2, 18283-82-4, 22605-92-1, 4454-16-4, 7580-31-6, 93983-68-7, 29317-63-3, 27637-46-3, 84852-37-9, 93920-10-6, 85508-43-6, 85508-44-7, 51818-56-5",No,No,Yes,,(EU) 2019/831
"Citric Acid, Nickel Salt","16083-14-0, 3349-08-4, 39819-65-3, 18721-51-2, 18283-82-4, 22605-92-1, 4454-16-4, 7580-31-6, 93983-68-7, 29317-63-3, 27637-46-3, 84852-37-9, 93920-10-6, 85508-43-6, 85508-44-7, 51818-56-5",No,No,Yes,,(EU) 2019/831
"Clarified Oils (Petroleum), Catalytic Cracked",64741-62-4,No,No,Yes,,(EC) 2009/1223
"Clarified Oils (Petroleum), Hydrodesulfurized Catalytic Cracked",68333-26-6,No,No,Yes,,(EC) 2009/1223
"Claviceps Purpurea Tul., Its Alkaloids And Galenical Preparations",84775-56-4,No,Yes,Yes,,(EC) 2009/1223
Clematis Chinensis Osbeck,,No,Yes,No,,
Clofenamide,671-95-4,No,Yes,No,,
Clofenamide (Inn),671-95-4,No,No,Yes,,(EC) 2009/1223
Clofenotane (Inn),50-29-3,No,No,Yes,,(EC) 2009/1223
Clofenotane ; Ddt,50-29-3,No,Yes,No,,
Clorofene,120-32-1,No,No,Yes,,(EU) 2019/831
Clothianidin (Iso),210880-92-5,No,No,Yes,,(EU) 2025/877
"Coal Liquids, Liq. Solvent Extn. Soln., If They Contain > 0,005 % W/W Benzo[A]Pyrene",94114-47-3,No,No,Yes,,(EC) 2009/1223
"Coal Liquids, Liq. Solvent Extn., If They Contain > 0.005 % W/W Benzo[A]Pyrene",94114-48-4,No,No,Yes,,(EC) 2009/1223
Coal Tars,8007-45-2,No,Yes,No,,
Cobalt,7440-48-4,No,No,Yes,,(EU) 2021/850
Cobalt Benzenesulphonate,23384-69-2,No,Yes,Yes,,(EC) 2009/1223
Cobalt Carbonate,513-79-1,No,No,Yes,,(EU) 2019/831
Cobalt Di(Acetate),71-48-7,No,No,Yes,,(EU) 2019/831
Cobalt Dichloride,7646-79-9,No,Yes,Yes,,(EC) 2009/1223
Cobalt Dimolybdenum Nickel Octaoxide,"12004-35-2, 12035-39-1, 12653-76-8, 52502-12-2, 68016-03-5, 70692-93-2, 14177-55-0, 14177-51-6, 68515-84-4, 12031-65-1, 12673-58-4",No,No,Yes,,(EU) 2019/831
Cobalt Dinitrate,10141-05-6,No,No,Yes,,(EU) 2019/831
Cobalt Lithium Nickel Oxide,,No,No,Yes,,(EU) 2019/831
Cobalt Nickel Dioxide,"68186-89-0, 58591-45-0, 12737-30-3, 27016-75-7",No,No,Yes,,(EU) 2019/831
Cobalt Nickel Gray Periclase,"68186-89-0, 58591-45-0, 12737-30-3, 27016-75-7",No,No,Yes,,(EU) 2019/831
Cobalt Nickel Oxide,"68186-89-0, 58591-45-0, 12737-30-3, 27016-75-7",No,No,Yes,,(EU) 2019/831
Cobalt Sulphate,10124-43-3,No,Yes,Yes,,(EC) 2009/1223
"Colchicin, Its Salts And Derivatives",64-86-8,No,Yes,No,,
"Colchicine, Its Salts And Derivatives",64-86-8,No,No,Yes,,(EC) 2009/1223
Colchicoside And Its Derivatives,477-29-2,No,No,Yes,,(EC) 2009/1223
Colchicum Autumnale L. And Its Galenical Preparations,84696-03-7,No,Yes,Yes,,(EC) 2009/1223
Colloidal Copper (Nano) [Inci],7440-50-8,No,No,Yes,,(EU) 2024/858
"Colouring Agent Ci 12075 (Pigment Orange 5) And Its Lakes, Pigments And Salts",3468-63-1,No,No,Yes,,(EC) 2009/1223
Colouring Agent Ci 12140,3118-97-6,No,No,Yes,,(EC) 2009/1223
Colouring Agent Ci 13065,587-98-4,No,No,Yes,,(EC) 2009/1223
Colouring Agent Ci 15585,"2092-56-0, 5160-02-1",No,No,Yes,,(EC) 2009/1223
Colouring Agent Ci 26105 (Solvent Red 24),85-83-6,No,No,Yes,,(EC) 2009/1223
Colouring Agent Ci 42535 (Basic Violet 1),8004-87-3,No,No,Yes,,(EC) 2009/1223
"Colouring Agent Ci 42640 ([4-[[4-(Dimethylamino)Phenyl][4-[Ethyl(3-Sulphonatobenzyl)Amino]Phenyl]Methylene]Cyclohexa-2,5-Dien-1-Ylidene](Ethyl)(3-Sulphonatobenzyl)Ammonium, Sodium Salt)",1694-09-3,No,No,Yes,,(EC) 2009/1223
"Colouring Agent Ci 45170, Colouring Agent Ci 45170:1 (Basic Violet 10)","81-88-9, 509-34-2",No,No,Yes,,(EC) 2009/1223
Colouring Agent Ci 61554 (Solvent Blue 35),17354-14-2,No,No,Yes,,(EC) 2009/1223
Coniine,458-88-8,No,No,Yes,,(EC) 2009/1223
Conium Maculatum L.,85116-75-2,No,Yes,No,,
"Conium Maculatum L. (Fruit, Powder, Galenical Preparations)",85116-75-2,No,No,Yes,,(EC) 2009/1223
Convallaria Majalis L.,,No,Yes,No,,
Convallatoxin,508-75-8,No,No,Yes,,(EC) 2009/1223
Copper (Nano) [Inci],7440-50-8,No,No,Yes,,(EU) 2024/858
Coriaria Sinica Maxim.,,No,Yes,No,,
Costus Root Oil,8023-88-9,No,Yes,No,,
"Costus Root Oil (Saussurea Lappa Clarke), When Used As A Fragrance Ingredient",8023-88-9,No,No,Yes,,(EC) 2009/1223
Coumatetralyl (Iso),5836-29-3,No,No,Yes,,(EU) 2019/1966
Coumetarol,4366-18-1,No,Yes,No,,
Coumetarol (Inn),4366-18-1,No,No,Yes,,(EC) 2009/1223
"Creosote Oil, Acenaphthene Fraction, Acenaphthene-Free, If It Contains > 0.005 % W/W Benzo[A]Pyrene",90640-85-0,No,No,Yes,,(EC) 2009/1223
"Creosote Oil, Acenaphthene Fraction, Wash Oil, If It Contains > 0.005 % W/W Benzo[A]Pyrene",90640-84-9,No,No,Yes,,(EC) 2009/1223
"Creosote Oil, High-Boiling Distillate, Wash Oil, If It Contains > 0.005 % W/W Benzo[A]Pyrene",70321-79-8,No,No,Yes,,(EC) 2009/1223
"Creosote Oil, If It Contains > 0.005 % W/W Benzo[A]Pyrene",61789-28-4,No,No,Yes,,(EC) 2009/1223
"Creosote Oil, Low-Boiling Distillate, Wash Oil, If It Contains > 0.005 % W/W Benzo[A]Pyrene",70321-80-1,No,No,Yes,,(EC) 2009/1223
"Creosote, If It Contains > 0.005 % W/W Benzo[A]Pyrene",8001-58-9,No,Yes,Yes,,(EC) 2009/1223
Crocidolite,12001-28-4,No,No,Yes,,(EC) 2009/1223
Crotalaria Sessiliflora L.,,No,Yes,No,,
Croton Tiglium L.,8001-28-3,No,Yes,No,,
Croton Tiglium L. (Oil),8001-28-3,No,No,Yes,,(EC) 2009/1223
Crotonaldehyde,"4170-30-3, 123-73-9",No,Yes,Yes,,(EC) 2009/1223
Crude And Refined Coal Tars,8007-45-2,No,No,Yes,,(EC) 2009/1223
Cumene,98-82-8,No,No,Yes,,(EU) 2023/1490
Curare And Curarine,"8063-06-7, 22260-42-0",No,No,Yes,,(EC) 2009/1223
Cyanamide,420-04-2,No,No,Yes,,(EU) 2019/831
Cyanazine,21725-46-2,No,Yes,No,,
"Cyclamen Alcohol, When Used As A Fragrance Ingredient",4756-19-8,No,No,Yes,,(EC) 2009/1223
Cyclarbamate,5779-54-4,No,Yes,No,,
Cyclarbamate (Inn),5779-54-4,No,No,Yes,,(EC) 2009/1223
"Cyclic 3-(1,2-Ethanediylacetale)-Estra-5(10),9(11)-Diene-3,17-Dione",5571-36-8,No,No,Yes,,(EU) 2019/831
Cyclizine  And Its Salts,82-92-8,No,Yes,No,,
Cyclizine (Inn) And Its Salts,82-92-8,No,No,Yes,,(EC) 2009/1223
Cycloheximide,66-81-9,No,No,Yes,,(EC) 2009/1223
Cyclohexylamine,108-91-8,Yes,No,Yes,,Ban Year: 2027 | (EU) 2019/831
Cyclomenol  And Its Salts,5591-47-9,No,Yes,No,,
Cyclomenol (Inn) And Its Salts,5591-47-9,No,No,Yes,,(EC) 2009/1223
Cyclophosphamide  And Its Salts,50-18-0,No,Yes,No,,
Cyclophosphamide (Inn) And Its Salts,50-18-0,No,No,Yes,,(EC) 2009/1223
Cyclotetrasiloxane,556-67-2,Yes,No,Yes,Octamethylcyclotetrasiloxane | D4 | Cyclotetrasiloxane,Ban Year: 2027 | (EU) 2019/831
Cycloxydim (Iso),101205-02-1,No,No,Yes,,(EU) 2019/831
Cyflumetofen (Iso),400882-07-7,No,No,Yes,,(EU) 2021/850
Cyhexatin,13121-70-5,No,Yes,No,,
Cymoxanil (Iso),"57966-95-7, 166900-80-7",No,No,Yes,,(EU) 2025/877
Cyproconazole (Iso),94361-06-5,No,No,Yes,,(EU) 2019/831
Daminozide,1596-84-5,No,Yes,Yes,,(EC) 2009/1223
Daphnis Genkwa Flos,,No,Yes,No,,
Datura Stramonium L. And Its Galenical Preparations,84696-08-2,No,Yes,Yes,,(EC) 2009/1223
Daturae Flos,,No,Yes,No,,
Ddt (Iso),50-29-3,No,No,Yes,,(EC) 2009/1223
Deanol Aceglumate,3342-61-8,No,Yes,No,,
Deanol Aceglumate (Inn),3342-61-8,No,No,Yes,,(EC) 2009/1223
"Decamethylenebis Salts, E. G. Decamethonium Bromide",541-22-0,No,Yes,No,,
"Decamethylenebis(Trimethylammonium) Salts, E.G. Decamethonium Bromide (Inn)","156-74-1, 541-22-0, 1420-40-2, 3198-38-7",No,No,Yes,,(EC) 2009/1223
Degme),111-77-3,No,No,Yes,,(EC) 2009/1223
Derris Trifoliata Lour.,,No,Yes,No,,
Desmedipham (Iso),13684-56-5,No,No,Yes,,(EU) 2022/1531
Dextromethorphan  And Its Salts,125-71-3,No,Yes,No,,
Dextromethorphan (Inn) And Its Salts,125-71-3,No,No,Yes,,(EC) 2009/1223
Di-Allate,2303-16-4,No,No,Yes,,(EC) 2009/1223
"Di-C6-8-Branched Alkylesters, C7-Rich",71888-89-6,No,No,Yes,,(EU) 2019/831
Di-N-Octyl Phthalate,117-84-0,No,Yes,No,,"化粧品於製造過程中, 如因所需使用原料或其他因素, 且技術上無法避免, 致含自然殘留微量時, 則其最終製品中所含鄰苯二甲酸酯類成分之殘留量, 不得超過100ppm. "
Di-N-Pentyl Phthalate,"84777-06-0, 776297-69-9, 131-18-0, 605-50-5",No,No,Yes,,(EC) 2009/1223
Di-Tert-Butyl Peroxide,110-05-4,No,No,Yes,,(EU) 2019/831
Diacetylnalorphine,2748-74-5,No,No,Yes,,(EC) 2009/1223
Dialuminium Nickel Tetraoxide,"12004-35-2, 12035-39-1, 12653-76-8, 52502-12-2, 68016-03-5, 70692-93-2, 14177-55-0, 14177-51-6, 68515-84-4, 12031-65-1, 12673-58-4",No,No,Yes,,(EU) 2019/831
Diaminobenzidine,91-95-2,No,No,Yes,,(EU) 2019/831
Diaminotoluene,"25376-45-8, 95-80-7, 823-40-5",No,No,Yes,,(EC) 2009/1223
