cleaned_name,cas_number,notes,region
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",92045-16-4,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",92045-17-5,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",92045-18-6,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",92045-19-7,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",92045-20-0,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68131-75-9,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68307-98-2,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68307-99-3,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68308-00-9,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68308-01-0,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68308-10-1,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68308-03-2,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68308-04-3,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68308-05-4,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68308-06-5,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68308-07-6,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68308-09-8,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68308-11-2,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68308-12-3,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68409-99-4,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68475-57-0,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68475-58-1,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68475-59-2,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68475-60-5,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68476-26-6,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68476-29-9,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68476-40-4,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68476-42-6,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68476-49-3,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68476-85-7,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68476-86-8,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68477-33-8,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68477-35-0,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68477-69-0,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68477-70-3,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68477-71-4,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68477-72-5,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68308-08-7,(EU) 2019/831,EU
tris[2-chloro-1-(chloromethyl)ethyl] phosphate,13674-87-8,(EU) 2019/831,EU
indium phosphide,22398-80-7,(EU) 2019/831,EU
trixylyl phosphate,25155-23-1,(EU) 2019/831,EU
hexabromocyclododecane,25637-99-4,(EU) 2019/831,EU
"1,2,5,6,9,10-hexabromocyclododecane",25637-99-4,(EU) 2019/831,EU
hexabromocyclododecane,3194-55-6,(EU) 2019/831,EU
"1,2,5,6,9,10-hexabromocyclododecane",3194-55-6,(EU) 2019/831,EU
tetrahydrofuran,109-99-9,(EU) 2019/831,EU
abamectin (combination of avermectin b1a and avermectin b1b) (iso),71751-41-2,(EU) 2019/831,EU
avermectin b1a,71751-41-2,(EU) 2019/831,EU
abamectin (combination of avermectin b1a and avermectin b1b) (iso),65195-55-3,(EU) 2019/831,EU
avermectin b1a,65195-55-3,(EU) 2019/831,EU
4-tert-butylbenzoic acid,98-73-7,(EU) 2019/831,EU
leucomalachite green,129-73-7,(EU) 2019/831,EU
"n,n,n',n'-tetramethyl-4,4'-benzylidenedianiline",129-73-7,(EU) 2019/831,EU
fuberidazole (iso),3878-19-1,(EU) 2019/831,EU
2-(2-furyl)-1h-benzimidazole,3878-19-1,(EU) 2019/831,EU
metazachlor (iso),67129-08-2,(EU) 2019/831,EU
"2-chloro-n-(2,6-dimethylphenyl)-n-(1h-pyrazol-1-ylmethyl)acetamide",67129-08-2,(EU) 2019/831,EU
di-tert-butyl peroxide,110-05-4,(EU) 2019/831,EU
trichloromethylstannane,993-16-8,(EU) 2019/831,EU
"2-ethylhexyl 10-ethyl-4-[[2-[(2-ethylhexyl)oxy]-2-oxoethyl]thio]-4-methyl-7-oxo-8-oxa-3,5-dithia-4-stannatetradecanoate",57583-34-3,(EU) 2019/831,EU
"2-ethylhexyl 10-ethyl-4,4-dioctyl-7-oxo-8-oxa-3,5-dithia-4-stannatetradecanoate",15571-58-1,(EU) 2019/831,EU
sulcotrione (iso),99105-77-8,(EU) 2019/831,EU
"2-[2-chloro-4-(methylsulfonyl)benzoyl]cyclohexane-1,3-dione",99105-77-8,(EU) 2019/831,EU
bifenthrin (iso),82657-04-3,(EU) 2019/831,EU
"(2-methylbiphenyl-3-yl)methyl rel-(1r,3r)-3-[(1z)-2-chloro-3,3,3-trifluoroprop-1-en-1-yl]-2,2-dimethylcyclopropanecarboxylate",82657-04-3,(EU) 2019/831,EU
dihexyl phthalate,84-75-3,(EU) 2019/831,EU
ammonium pentadecafluorooctanoate,3825-26-1,(EU) 2019/831,EU
perfluorooctanoic acid,335-67-1,(EU) 2019/831,EU
n-ethyl-2-pyrrolidone,2687-91-4,(EU) 2019/831,EU
1-ethylpyrrolidin-2-one,2687-91-4,(EU) 2019/831,EU
proquinazid (iso),189278-12-4,(EU) 2019/831,EU
6-iodo-2-propoxy-3-propylquinazolin-4(3h)-one,189278-12-4,(EU) 2019/831,EU
gallium arsenide,1303-00-0,(EU) 2019/831,EU
vinyl acetate,108-05-4,(EU) 2019/831,EU
aclonifen (iso),74070-46-5,(EU) 2019/831,EU
2-chloro-6-nitro-3-phenoxyaniline,74070-46-5,(EU) 2019/831,EU
"2-ethylhexyl 10-ethyl-4,4-dimethyl-7-oxo-8-oxa-3,5-dithia-4-stannatetradecanoate",57583-35-4,(EU) 2019/831,EU
dimethyltin dichloride,753-73-1,(EU) 2019/831,EU
4-vinylcyclohexene,100-40-3,(EU) 2019/831,EU
tralkoxydim (iso),87820-88-0,(EU) 2019/831,EU
2-(n-ethoxypropanimidoyl)-3-hydroxy-5-mesitylcyclohex-2-en-1-one,87820-88-0,(EU) 2019/831,EU
cycloxydim (iso),101205-02-1,(EU) 2019/831,EU
2-(n-ethoxybutanimidoyl)-3-hydroxy-5-(tetrahydro-2h-thiopyran-3-yl)cyclohex-2-en-1-one,101205-02-1,(EU) 2019/831,EU
fluazinam (iso),79622-59-6,(EU) 2019/831,EU
"3-chloro-n-[3-chloro-2,6-dinitro-4-(trifluoromethyl)phenyl]-5-(trifluoromethyl)pyridin-2-amine",79622-59-6,(EU) 2019/831,EU
penconazole (iso),66246-88-6,(EU) 2019/831,EU
"1-[2-(2,4-dichlorophenyl)pentyl]-1h-1,2,4-triazole",66246-88-6,(EU) 2019/831,EU
fenoxycarb (iso),72490-01-8,(EU) 2019/831,EU
ethyl [2-(4-phenoxyphenoxy)ethyl]carbamate,72490-01-8,(EU) 2019/831,EU
styrene,100-42-5,(EU) 2019/831,EU
tetrahydro-2-furylmethanol,97-99-4,(EU) 2019/831,EU
tetrahydrofurfuryl alcohol,97-99-4,(EU) 2019/831,EU
formaldehyde,50-00-0,(EU) 2019/831,EU
paraformaldehyde,30525-89-4,(EU) 2019/831,EU
methanediol,463-57-0,(EU) 2019/831,EU
methylene glycol,463-57-0,(EU) 2019/831,EU
